Record Length,2.500000e+03,,  -0.000000125000,  -0.04000,
Sample Interval,1.000000e-10,,  -0.000000124900,  -0.08000,
Trigger Point,1.250000000000e+03,,  -0.000000124800,  -0.08000,
,,,  -0.000000124700,  -0.08000,
,,,  -0.000000124600,  -0.08000,
,,,  -0.000000124500,  -0.08000,
Source,CH1,,  -0.000000124400,  -0.08000,
Vertical Units,V,,  -0.000000124300,  -0.12000,
Vertical Scale,1.000000e+00,,  -0.000000124200,  -0.12000,
Vertical Offset,-2.800000e+00,,  -0.000000124100,  -0.08000,
Horizontal Units,s,,  -0.000000124000,  -0.08000,
Horizontal Scale,2.500000e-08,,  -0.000000123900,  -0.08000,
Pt Fmt,Y,,  -0.000000123800,  -0.08000,
Yzero,0.000000e+00,,  -0.000000123700,  -0.08000,
Probe Atten,1.000000e+00,,  -0.000000123600,  -0.08000,
Model Number,TDS2022C,,  -0.000000123500,  -0.04000,
Serial Number,C050403,,  -0.000000123400,  -0.04000,
Firmware Version,FV:v24.26,,  -0.000000123300,  -0.04000,
,,,-00.000000123200,  -0.04000,
,,,-00.000000123100,  -0.04000,
,,,-00.000000123000,  -0.04000,
,,,-00.000000122900,  -0.04000,
,,,-00.000000122800,  -0.04000,
,,,-00.000000122700,  -0.04000,
,,,-00.000000122600,  -0.04000,
,,,-00.000000122500,  -0.04000,
,,,-00.000000122400,  -0.04000,
,,,-00.000000122300,  -0.04000,
,,,-00.000000122200,  -0.04000,
,,,-00.000000122100,  -0.04000,
,,,-00.000000122000,   0.00000,
,,,-00.000000121900,  -0.04000,
,,,-00.000000121800,  -0.04000,
,,,-00.000000121700,  -0.04000,
,,,-00.000000121600,  -0.04000,
,,,-00.000000121500,  -0.04000,
,,,-00.000000121400,  -0.04000,
,,,-00.000000121300,  -0.04000,
,,,-00.000000121200,  -0.04000,
,,,-00.000000121100,  -0.04000,
,,,-00.000000121000,  -0.04000,
,,,-00.000000120900,  -0.04000,
,,,-00.000000120800,  -0.04000,
,,,-00.000000120700,  -0.04000,
,,,-00.000000120600,  -0.04000,
,,,-00.000000120500,  -0.04000,
,,,-00.000000120400,  -0.04000,
,,,-00.000000120300,  -0.04000,
,,,-00.000000120200,  -0.04000,
,,,-00.000000120100,  -0.04000,
,,,-00.000000120000,  -0.04000,
,,,-00.000000119900,  -0.08000,
,,,-00.000000119800,  -0.08000,
,,,-00.000000119700,  -0.08000,
,,,-00.000000119600,  -0.08000,
,,,-00.000000119500,  -0.08000,
,,,-00.000000119400,  -0.08000,
,,,-00.000000119300,  -0.08000,
,,,-00.000000119200,  -0.08000,
,,,-00.000000119100,  -0.08000,
,,,-00.000000119000,  -0.04000,
,,,-00.000000118900,  -0.04000,
,,,-00.000000118800,  -0.04000,
,,,-00.000000118700,  -0.04000,
,,,-00.000000118600,  -0.04000,
,,,-00.000000118500,  -0.04000,
,,,-00.000000118400,  -0.04000,
,,,-00.000000118300,  -0.04000,
,,,-00.000000118200,  -0.04000,
,,,-00.000000118100,  -0.04000,
,,,-00.000000118000,  -0.04000,
,,,-00.000000117900,  -0.04000,
,,,-00.000000117800,  -0.04000,
,,,-00.000000117700,  -0.04000,
,,,-00.000000117600,  -0.04000,
,,,-00.000000117500,  -0.04000,
,,,-00.000000117400,  -0.08000,
,,,-00.000000117300,  -0.08000,
,,,-00.000000117200,  -0.08000,
,,,-00.000000117100,  -0.08000,
,,,-00.000000117000,  -0.08000,
,,,-00.000000116900,  -0.08000,
,,,-00.000000116800,  -0.12000,
,,,-00.000000116700,  -0.12000,
,,,-00.000000116600,  -0.08000,
,,,-00.000000116500,  -0.08000,
,,,-00.000000116400,  -0.08000,
,,,-00.000000116300,  -0.08000,
,,,-00.000000116200,  -0.08000,
,,,-00.000000116100,  -0.08000,
,,,-00.000000116000,  -0.04000,
,,,-00.000000115900,  -0.04000,
,,,-00.000000115800,  -0.04000,
,,,-00.000000115700,  -0.04000,
,,,-00.000000115600,  -0.04000,
,,,-00.000000115500,  -0.04000,
,,,-00.000000115400,  -0.08000,
,,,-00.000000115300,  -0.08000,
,,,-00.000000115200,  -0.08000,
,,,-00.000000115100,  -0.08000,
,,,-00.000000115000,  -0.08000,
,,,-00.000000114900,  -0.08000,
,,,-00.000000114800,  -0.08000,
,,,-00.000000114700,  -0.08000,
,,,-00.000000114600,  -0.08000,
,,,-00.000000114500,  -0.08000,
,,,-00.000000114400,  -0.08000,
,,,-00.000000114300,  -0.08000,
,,,-00.000000114200,  -0.08000,
,,,-00.000000114100,  -0.08000,
,,,-00.000000114000,  -0.08000,
,,,-00.000000113900,  -0.08000,
,,,-00.000000113800,  -0.08000,
,,,-00.000000113700,  -0.08000,
,,,-00.000000113600,  -0.08000,
